Month,Location,Budget,CPA,APPT.created,Conversion.ran,APPT.ran,Conversion.close,Orders,Average.ticket,Sales
2/1/2017,ALBANY,8605,91,95,1,57,0,6,7742,46453
3/1/2017,ALBANY,27987,571,49,1,62,0,10,7261,72614
4/1/2017,ALBANY,19696,135,146,1,97,0,29,7918,229632
5/1/2017,ALBANY,32764,431,76,1,105,0,16,6441,103058
6/1/2017,ALBANY,16771,419,40,2,87,0,22,7641,168107
7/1/2017,ALBANY,27443,404,68,1,45,0,7,8236,57650
8/1/2017,ALBANY,44993,643,70,1,67,0,17,9062,154059
9/1/2017,ALBANY,42672,527,81,1,67,0,11,9110,100210
10/1/2017,ALBANY,28943,266,109,1,93,0,19,9031,171585
11/1/2017,ALBANY,12629,574,22,3,72,0,8,7089,56713
12/1/2017,ALBANY,5405,0,0,0,13,0,0,0,0
1/1/2018,ALBANY,11221,0,0,0,0,0,0,0,0
2/1/2018,ALBANY,25260,0,0,0,0,0,0,0,0
3/1/2018,ALBANY,14181,0,0,0,0,0,0,0,0
4/1/2018,ALBANY,5492,0,0,0,0,0,0,0,0
5/1/2018,ALBANY,,0,0,0,0,0,0,0,0
6/1/2018,ALBANY,,0,0,0,0,0,0,0,0
7/1/2018,ALBANY,,0,0,0,0,0,0,0,0
8/1/2018,ALBANY,,0,0,0,0,0,0,0,0
9/1/2018,ALBANY,,0,0,0,0,0,0,0,0
10/1/2018,ALBANY,,0,0,0,1,0,0,0,0
11/1/2018,ALBANY,,0,0,0,0,0,0,0,0
12/1/2018,ALBANY,,0,0,0,0,0,0,0,0
1/1/2017,ALBUQUERQUE,20548,316,65,1,47,0,14,6344,88821
2/1/2017,ALBUQUERQUE,25847,219,118,1,73,0,20,8023,160469
3/1/2017,ALBUQUERQUE,30262,233,130,1,130,0,31,6807,211006
4/1/2017,ALBUQUERQUE,37797,291,130,1,134,0,35,6068,212380
5/1/2017,ALBUQUERQUE,38477,534,72,1,82,0,29,5577,161735
6/1/2017,ALBUQUERQUE,24249,357,68,1,74,0,14,6631,92827
7/1/2017,ALBUQUERQUE,42269,528,80,1,84,0,32,6788,217209
8/1/2017,ALBUQUERQUE,33518,447,75,1,74,0,25,5934,148359
9/1/2017,ALBUQUERQUE,33374,267,125,1,98,0,47,10712,503469
10/1/2017,ALBUQUERQUE,26539,305,87,1,115,0,34,8011,272361
11/1/2017,ALBUQUERQUE,19847,945,21,1,31,0,11,6197,68162
12/1/2017,ALBUQUERQUE,6771,0,0,0,0,0,0,0,0
1/1/2018,ALBUQUERQUE,20067,0,0,0,0,0,0,0,0
2/1/2018,ALBUQUERQUE,24838,24838,1,0,0,0,0,0,0
3/1/2018,ALBUQUERQUE,27383,0,0,0,0,0,0,0,0
4/1/2018,ALBUQUERQUE,10870,0,0,0,0,0,0,0,0
5/1/2018,ALBUQUERQUE,,0,2,0,0,0,0,0,0
6/1/2018,ALBUQUERQUE,,0,0,0,0,0,0,0,0
7/1/2018,ALBUQUERQUE,,0,0,0,0,0,0,0,0
8/1/2018,ALBUQUERQUE,,0,0,0,0,0,0,0,0
9/1/2018,ALBUQUERQUE,,0,1,0,0,0,0,0,0
10/1/2018,ALBUQUERQUE,,0,2,0,0,0,0,0,0
11/1/2018,ALBUQUERQUE,,0,0,0,0,0,0,0,0
12/1/2018,ALBUQUERQUE,,0,0,0,0,0,0,0,0
1/1/2017,ATLANTA,131812,352,374,1,311,0,85,10192,866342
2/1/2017,ATLANTA,128556,357,360,1,374,0,106,10486,1111541
3/1/2017,ATLANTA,220496,431,512,1,421,0,134,10663,1428838
4/1/2017,ATLANTA,307087,441,696,1,657,0,182,11827,2152532
5/1/2017,ATLANTA,277660,522,532,1,623,0,153,12685,1940807
6/1/2017,ATLANTA,152556,255,598,1,606,0,144,10806,1556016
7/1/2017,ATLANTA,245884,349,705,1,689,0,202,10986,2219148
8/1/2017,ATLANTA,193988,389,499,1,549,0,137,12339,1690496
9/1/2017,ATLANTA,243251,432,563,1,498,0,146,11820,1725762
10/1/2017,ATLANTA,178153,293,607,1,688,0,173,10689,1849130
11/1/2017,ATLANTA,103758,514,202,1,265,0,71,10495,745166
12/1/2017,ATLANTA,71227,0,0,0,1,0,0,0,0
1/1/2018,ATLANTA,166861,166861,1,0,0,0,0,0,0
2/1/2018,ATLANTA,179179,0,0,0,0,0,0,0,0
3/1/2018,ATLANTA,212245,0,0,0,0,0,0,0,0
4/1/2018,ATLANTA,81222,0,0,0,0,0,0,0,0
5/1/2018,ATLANTA,,0,0,0,0,0,0,0,0
6/1/2018,ATLANTA,,0,0,0,0,0,0,0,0
7/1/2018,ATLANTA,,0,1,0,0,0,0,0,0
8/1/2018,ATLANTA,,0,1,0,0,0,0,0,0
9/1/2018,ATLANTA,,0,0,0,0,0,0,0,0
10/1/2018,ATLANTA,,0,0,0,0,0,0,0,0
11/1/2018,ATLANTA,,0,1,0,0,0,0,0,0
12/1/2018,ATLANTA,,0,0,0,0,0,0,0,0
1/1/2017,AUSTIN,23339,311,75,1,77,0,11,11444,125888
2/1/2017,AUSTIN,31218,422,74,1,68,0,16,9741,155851
3/1/2017,AUSTIN,44146,526,84,1,87,0,19,9092,172742
4/1/2017,AUSTIN,38945,401,97,1,106,0,39,9899,386063
5/1/2017,AUSTIN,20599,375,55,1,53,0,16,9126,146022
6/1/2017,AUSTIN,25076,502,50,1,55,0,14,8438,118129
7/1/2017,AUSTIN,36574,538,68,1,70,0,14,8113,113586
8/1/2017,AUSTIN,43395,678,64,1,64,0,11,13472,148191
9/1/2017,AUSTIN,47765,590,81,1,68,0,22,12118,266605
10/1/2017,AUSTIN,29255,348,84,1,99,0,16,13856,221693
11/1/2017,AUSTIN,23673,3946,6,3,19,1,10,6015,60152
12/1/2017,AUSTIN,8907,0,0,0,0,0,0,0,0
1/1/2018,AUSTIN,35478,0,0,0,0,0,0,0,0
2/1/2018,AUSTIN,31677,0,0,0,0,0,0,0,0
3/1/2018,AUSTIN,32920,0,0,0,0,0,0,0,0
4/1/2018,AUSTIN,3165,0,0,0,0,0,0,0,0
5/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
6/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
7/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
8/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
9/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
10/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
11/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
12/1/2018,AUSTIN,,0,0,0,0,0,0,0,0
1/1/2017,BALTIMORE,23845,268,89,1,84,0,24,12185,292430
2/1/2017,BALTIMORE,17966,180,100,1,84,0,23,5292,121708
3/1/2017,BALTIMORE,87907,505,174,1,151,0,41,8904,365061
4/1/2017,BALTIMORE,134301,675,199,1,200,0,41,9781,401030
5/1/2017,BALTIMORE,95505,597,160,1,186,0,63,6843,431098
6/1/2017,BALTIMORE,36556,182,201,1,196,0,42,13169,553110
7/1/2017,BALTIMORE,86953,352,247,1,235,0,56,9545,534494
8/1/2017,BALTIMORE,80761,451,179,1,198,0,35,8004,280132
9/1/2017,BALTIMORE,88558,540,164,1,149,0,39,8668,338042
10/1/2017,BALTIMORE,50364,266,189,1,206,0,57,9659,550578
11/1/2017,BALTIMORE,39683,611,65,1,81,0,16,7360,117753
12/1/2017,BALTIMORE,22677,0,0,0,1,0,0,0,0
1/1/2018,BALTIMORE,31910,0,0,0,0,0,0,0,0
2/1/2018,BALTIMORE,54029,0,0,0,0,0,0,0,0
3/1/2018,BALTIMORE,65708,0,0,0,0,0,0,0,0
4/1/2018,BALTIMORE,10677,0,0,0,0,0,0,0,0
5/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
6/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
7/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
8/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
9/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
10/1/2018,BALTIMORE,,0,1,0,0,0,0,0,0
11/1/2018,BALTIMORE,,0,1,0,0,0,0,0,0
12/1/2018,BALTIMORE,,0,0,0,0,0,0,0,0
1/1/2017,BIRMINGHAM,39144,297,132,1,104,0,36,8338,300166
2/1/2017,BIRMINGHAM,64569,399,162,1,148,0,41,10254,420425
3/1/2017,BIRMINGHAM,78121,362,216,1,183,0,42,13249,556454
4/1/2017,BIRMINGHAM,60578,278,218,1,265,0,86,11194,962705
5/1/2017,BIRMINGHAM,58053,330,176,1,178,0,45,11893,535170
6/1/2017,BIRMINGHAM,52714,338,156,1,167,0,53,11025,584320
7/1/2017,BIRMINGHAM,64203,287,224,1,219,0,67,12672,849054
8/1/2017,BIRMINGHAM,65559,345,190,1,185,0,65,12267,797354
9/1/2017,BIRMINGHAM,63037,373,169,1,152,0,35,11373,398049
10/1/2017,BIRMINGHAM,44313,181,245,1,255,0,62,8306,514959
11/1/2017,BIRMINGHAM,30395,475,64,2,104,0,26,12720,330718
12/1/2017,BIRMINGHAM,19228,0,0,0,2,0,0,0,0
1/1/2018,BIRMINGHAM,44144,0,0,0,0,0,0,0,0
2/1/2018,BIRMINGHAM,87236,87236,1,0,0,0,0,0,0
3/1/2018,BIRMINGHAM,71801,0,0,0,0,0,0,0,0
4/1/2018,BIRMINGHAM,34971,0,0,0,0,0,0,0,0
5/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
6/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
7/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
8/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
9/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
10/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
11/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
12/1/2018,BIRMINGHAM,,0,0,0,0,0,0,0,0
1/1/2017,BOISE,19701,294,67,1,69,0,19,7329,139244
2/1/2017,BOISE,30626,207,148,1,136,0,57,6474,369043
3/1/2017,BOISE,37525,208,180,1,149,0,71,6876,488203
4/1/2017,BOISE,47142,271,174,1,214,0,83,7750,643216
5/1/2017,BOISE,31745,207,153,1,145,0,68,5914,402183
6/1/2017,BOISE,35764,306,117,1,124,0,47,9134,429282
7/1/2017,BOISE,50356,275,183,1,165,0,69,7911,545849
8/1/2017,BOISE,45212,301,150,1,163,0,62,7500,465019
9/1/2017,BOISE,36778,290,127,1,113,0,43,10596,455633
10/1/2017,BOISE,30768,211,146,1,163,0,62,7490,464358
11/1/2017,BOISE,14655,505,29,2,47,0,13,6647,86405
12/1/2017,BOISE,8429,0,0,0,1,0,0,0,0
1/1/2018,BOISE,19709,0,0,0,0,0,0,0,0
2/1/2018,BOISE,38046,0,0,0,0,0,0,0,0
3/1/2018,BOISE,44063,0,0,0,0,0,0,0,0
4/1/2018,BOISE,22172,0,0,0,0,0,0,0,0
5/1/2018,BOISE,,0,0,0,0,0,0,0,0
6/1/2018,BOISE,,0,0,0,0,0,0,0,0
7/1/2018,BOISE,,0,0,0,0,0,0,0,0
8/1/2018,BOISE,,0,0,0,0,0,0,0,0
9/1/2018,BOISE,,0,0,0,0,0,0,0,0
10/1/2018,BOISE,,0,0,0,0,0,0,0,0
11/1/2018,BOISE,,0,0,0,0,0,0,0,0
12/1/2018,BOISE,,0,0,0,0,0,0,0,0
1/1/2017,CHARLOTTE,55567,337,165,1,156,0,42,11741,493135
2/1/2017,CHARLOTTE,74875,287,261,1,186,0,60,11841,710447
3/1/2017,CHARLOTTE,89755,417,215,1,256,0,66,12300,811813
4/1/2017,CHARLOTTE,106223,340,312,1,324,0,80,13431,1074464
5/1/2017,CHARLOTTE,69910,360,194,1,215,0,54,12675,684439
6/1/2017,CHARLOTTE,64528,324,199,1,211,0,61,12240,746670
7/1/2017,CHARLOTTE,74017,285,260,1,247,0,87,9708,844561
8/1/2017,CHARLOTTE,99815,421,237,1,225,0,64,13003,832209
9/1/2017,CHARLOTTE,100434,372,270,1,263,0,69,12836,885680
10/1/2017,CHARLOTTE,65630,270,243,1,269,0,75,10026,751970
11/1/2017,CHARLOTTE,57344,652,88,1,112,0,19,12007,228141
12/1/2017,CHARLOTTE,49357,0,0,0,3,0,0,0,0
1/1/2018,CHARLOTTE,69347,0,0,0,0,0,0,0,0
2/1/2018,CHARLOTTE,133977,0,0,0,0,0,0,0,0
3/1/2018,CHARLOTTE,149754,0,0,0,0,0,0,0,0
4/1/2018,CHARLOTTE,46118,0,0,0,0,0,0,0,0
5/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
6/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
7/1/2018,CHARLOTTE,,0,1,0,0,0,0,0,0
8/1/2018,CHARLOTTE,,0,1,0,0,0,0,0,0
9/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
10/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
11/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
12/1/2018,CHARLOTTE,,0,0,0,0,0,0,0,0
1/1/2017,CHATTANOOGA,20773,244,85,1,76,0,23,9330,214598
2/1/2017,CHATTANOOGA,41450,415,100,1,105,0,32,8688,278008
3/1/2017,CHATTANOOGA,66712,318,210,1,173,0,53,7553,400300
4/1/2017,CHATTANOOGA,41811,194,215,1,200,0,66,9856,650499
5/1/2017,CHATTANOOGA,44352,279,159,1,196,0,52,8853,460346
6/1/2017,CHATTANOOGA,34966,239,146,1,153,0,63,8544,538243
7/1/2017,CHATTANOOGA,36815,212,174,1,173,0,73,10863,793026
8/1/2017,CHATTANOOGA,49329,303,163,1,157,0,50,10430,521479
9/1/2017,CHATTANOOGA,30924,191,162,1,163,0,49,8563,419572
10/1/2017,CHATTANOOGA,41691,192,217,1,220,0,97,9428,914533
11/1/2017,CHATTANOOGA,20258,289,70,1,85,0,20,9660,193194
12/1/2017,CHATTANOOGA,15935,0,0,0,1,0,0,0,0
1/1/2018,CHATTANOOGA,25899,0,0,0,0,0,0,0,0
2/1/2018,CHATTANOOGA,65595,0,0,0,0,0,0,0,0
3/1/2018,CHATTANOOGA,69329,0,0,0,0,0,0,0,0
4/1/2018,CHATTANOOGA,32788,0,0,0,0,0,0,0,0
5/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
6/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
7/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
8/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
9/1/2018,CHATTANOOGA,,0,1,0,0,0,0,0,0
10/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
11/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
12/1/2018,CHATTANOOGA,,0,0,0,0,0,0,0,0
1/1/2017,CHICAGO,89130,527,169,1,165,0,32,8313,266004
2/1/2017,CHICAGO,50197,271,185,1,184,0,46,5358,246467
3/1/2017,CHICAGO,140445,647,217,1,203,0,60,8340,500389
4/1/2017,CHICAGO,145583,357,408,1,311,0,89,9243,822658
5/1/2017,CHICAGO,123684,463,267,1,306,0,81,10073,815909
6/1/2017,CHICAGO,117388,403,291,1,290,0,61,11786,718929
7/1/2017,CHICAGO,123953,377,329,1,362,0,74,9087,672406
8/1/2017,CHICAGO,107644,513,210,1,230,0,54,7681,414791
9/1/2017,CHICAGO,90277,422,214,1,208,0,43,8429,362467
10/1/2017,CHICAGO,106524,564,189,1,216,0,33,6849,226026
11/1/2017,CHICAGO,17874,298,60,1,82,0,15,9634,144513
12/1/2017,CHICAGO,20159,0,0,0,1,0,0,0,0
1/1/2018,CHICAGO,59187,0,0,0,0,0,0,0,0
2/1/2018,CHICAGO,84993,0,0,0,0,0,0,0,0
3/1/2018,CHICAGO,95700,0,0,0,0,0,0,0,0
4/1/2018,CHICAGO,10451,0,0,0,0,0,0,0,0
5/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
6/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
7/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
8/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
9/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
10/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
11/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
12/1/2018,CHICAGO,,0,0,0,0,0,0,0,0
1/1/2017,CINCINNATI,89130,242,369,1,302,0,138,7558,1042976
2/1/2017,CINCINNATI,50197,80,624,1,466,0,142,8719,1238081
3/1/2017,CINCINNATI,140445,219,640,1,709,0,248,7966,1975637
4/1/2017,CINCINNATI,145583,214,679,1,697,0,296,9911,2933529
5/1/2017,CINCINNATI,123684,230,538,1,514,0,205,9250,1896330
6/1/2017,CINCINNATI,117388,224,525,1,585,0,256,9172,2348104
7/1/2017,CINCINNATI,123953,182,680,1,630,0,247,8581,2119519
8/1/2017,CINCINNATI,107644,231,466,1,545,0,198,8655,1713637
9/1/2017,CINCINNATI,90277,179,503,1,531,0,208,7830,1628590
10/1/2017,CINCINNATI,106524,170,627,1,615,0,205,7930,1625736
11/1/2017,CINCINNATI,17874,53,339,1,367,0,141,8573,1208766
12/1/2017,CINCINNATI,20159,98,206,1,228,0,79,9927,784231
1/1/2018,CINCINNATI,128701,299,431,1,444,0,103,9034,930484
2/1/2018,CINCINNATI,230323,230323,1,7,7,0,0,0,0
3/1/2018,CINCINNATI,198936,0,0,0,1,0,0,0,0
4/1/2018,CINCINNATI,74362,0,0,0,0,0,0,0,0
5/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
6/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
7/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
8/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
9/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
10/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
11/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
12/1/2018,CINCINNATI,,0,0,0,0,0,0,0,0
1/1/2017,CLEVELAND,59070,269,220,1,149,0,36,5354,192729
2/1/2017,CLEVELAND,112479,445,253,1,236,0,52,9843,511821
3/1/2017,CLEVELAND,109405,468,234,1,229,0,48,10582,507956
4/1/2017,CLEVELAND,100272,282,355,1,312,0,60,10224,613461
5/1/2017,CLEVELAND,114425,465,246,1,341,0,75,10298,772349
6/1/2017,CLEVELAND,84947,358,237,1,264,0,57,7731,440655
7/1/2017,CLEVELAND,88857,288,308,1,305,0,79,9617,759713
8/1/2017,CLEVELAND,98190,332,296,1,271,0,66,7731,510274
9/1/2017,CLEVELAND,109644,361,304,1,271,0,48,13538,649836
10/1/2017,CLEVELAND,65758,287,229,1,280,0,41,9332,382606
11/1/2017,CLEVELAND,37830,461,82,1,117,0,18,3917,70511
12/1/2017,CLEVELAND,24163,0,0,0,2,0,0,0,0
1/1/2018,CLEVELAND,78442,0,0,0,0,0,0,0,0
2/1/2018,CLEVELAND,101441,0,0,0,1,0,0,0,0
3/1/2018,CLEVELAND,74206,0,0,0,0,0,0,0,0
4/1/2018,CLEVELAND,9678,0,0,0,0,0,0,0,0
5/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
6/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
7/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
8/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
9/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
10/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
11/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
12/1/2018,CLEVELAND,,0,0,0,0,0,0,0,0
1/1/2017,COLORADOSP,68004,255,267,1,240,0,46,5381,247506
2/1/2017,COLORADOSP,37239,163,228,1,206,0,61,5907,360304
3/1/2017,COLORADOSP,55649,361,154,1,149,0,49,6992,342586
4/1/2017,COLORADOSP,100067,373,268,1,242,0,78,8605,671188
5/1/2017,COLORADOSP,60992,321,190,1,222,0,82,8510,697849
6/1/2017,COLORADOSP,39010,201,194,1,228,0,71,8334,591737
7/1/2017,COLORADOSP,72494,305,238,1,238,0,103,7600,782782
8/1/2017,COLORADOSP,55058,256,215,1,179,0,66,10039,662586
9/1/2017,COLORADOSP,60119,329,183,1,201,0,62,8875,550266
10/1/2017,COLORADOSP,47564,257,185,1,209,0,68,6843,465302
11/1/2017,COLORADOSP,29460,491,60,1,67,0,25,4023,100579
12/1/2017,COLORADOSP,27292,27292,1,1,1,0,0,0,0
1/1/2018,COLORADOSP,43313,0,0,0,0,0,0,0,0
2/1/2018,COLORADOSP,55298,0,0,0,1,0,0,0,0
3/1/2018,COLORADOSP,65291,0,0,0,0,0,0,0,0
4/1/2018,COLORADOSP,46451,0,0,0,0,0,0,0,0
5/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
6/1/2018,COLORADOSP,,0,0,0,0,0,1,14698,14698
7/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
8/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
9/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
10/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
11/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
12/1/2018,COLORADOSP,,0,0,0,0,0,0,0,0
1/1/2017,COLUMBIA,36041,286,126,1,113,0,34,10100,343392
2/1/2017,COLUMBIA,45273,256,177,1,141,0,39,13104,511075
3/1/2017,COLUMBIA,58013,287,202,1,196,0,49,11459,561489
4/1/2017,COLUMBIA,62484,287,218,1,227,0,66,9952,656855
5/1/2017,COLUMBIA,38767,252,154,1,190,0,56,11068,619802
6/1/2017,COLUMBIA,41058,274,150,1,147,0,39,9862,384634
7/1/2017,COLUMBIA,48899,231,212,1,183,0,51,11790,601300
8/1/2017,COLUMBIA,50575,344,147,1,160,0,35,11787,412562
9/1/2017,COLUMBIA,46523,280,166,1,151,0,32,11841,378923
10/1/2017,COLUMBIA,58426,263,222,1,216,0,46,14385,661701
11/1/2017,COLUMBIA,33854,408,83,2,136,0,19,12609,239571
12/1/2017,COLUMBIA,18252,0,0,0,2,0,0,0,0
1/1/2018,COLUMBIA,31969,0,0,0,1,0,0,0,0
2/1/2018,COLUMBIA,52759,0,0,0,0,0,0,0,0
3/1/2018,COLUMBIA,74676,0,0,0,0,0,0,0,0
4/1/2018,COLUMBIA,33585,16792,2,0,0,0,0,0,0
5/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
6/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
7/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
8/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
9/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
10/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
11/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
12/1/2018,COLUMBIA,,0,0,0,0,0,0,0,0
1/1/2017,COLUMBUSOH,41257,375,110,1,98,0,24,8206,196951
2/1/2017,COLUMBUSOH,57506,233,247,1,141,0,45,8760,394205
3/1/2017,COLUMBUSOH,67645,284,238,1,178,0,48,7725,370784
4/1/2017,COLUMBUSOH,73489,288,255,1,303,0,89,7555,672374
5/1/2017,COLUMBUSOH,80548,299,269,1,258,0,57,7654,436275
6/1/2017,COLUMBUSOH,62518,269,232,1,276,0,69,9378,647063
7/1/2017,COLUMBUSOH,86430,231,374,1,272,0,67,10689,716156
8/1/2017,COLUMBUSOH,90323,364,248,1,282,0,78,8340,650530
9/1/2017,COLUMBUSOH,79308,312,254,1,286,0,62,7762,481260
10/1/2017,COLUMBUSOH,57882,225,257,1,353,0,69,6541,451321
11/1/2017,COLUMBUSOH,32341,469,69,2,104,0,24,6371,152907
12/1/2017,COLUMBUSOH,20899,0,0,0,3,0,0,0,0
1/1/2018,COLUMBUSOH,49840,0,0,0,0,0,0,0,0
2/1/2018,COLUMBUSOH,70348,0,0,0,0,0,0,0,0
3/1/2018,COLUMBUSOH,63874,0,0,0,0,0,0,0,0
4/1/2018,COLUMBUSOH,9272,0,0,0,0,0,0,0,0
5/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
6/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
7/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
8/1/2018,COLUMBUSOH,,0,1,0,0,0,0,0,0
9/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
10/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
11/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
12/1/2018,COLUMBUSOH,,0,0,0,0,0,0,0,0
1/1/2017,DAYTON,20149,246,82,1,75,0,27,5366,144889
2/1/2017,DAYTON,37849,229,165,1,140,0,63,7828,493150
3/1/2017,DAYTON,54154,279,194,1,192,0,87,7048,613167
4/1/2017,DAYTON,56848,206,276,1,244,0,101,8518,860339
5/1/2017,DAYTON,41993,241,174,1,201,0,83,6677,554216
6/1/2017,DAYTON,43562,209,208,1,203,0,78,7827,610535
7/1/2017,DAYTON,47350,204,232,1,238,0,95,8092,768751
8/1/2017,DAYTON,48794,255,191,1,189,0,73,7568,552480
9/1/2017,DAYTON,51058,266,192,1,202,0,69,6441,444414
10/1/2017,DAYTON,45231,225,201,1,208,0,76,6044,459349
11/1/2017,DAYTON,23744,396,60,1,87,0,17,7222,122767
12/1/2017,DAYTON,15913,0,0,0,0,0,0,0,0
1/1/2018,DAYTON,25952,0,0,0,0,0,0,0,0
2/1/2018,DAYTON,51845,0,0,0,0,0,0,0,0
3/1/2018,DAYTON,60302,0,0,0,0,0,0,0,0
4/1/2018,DAYTON,20108,0,0,0,0,0,0,0,0
5/1/2018,DAYTON,,0,0,0,0,0,0,0,0
6/1/2018,DAYTON,,0,0,0,0,0,0,0,0
7/1/2018,DAYTON,,0,0,0,0,0,0,0,0
8/1/2018,DAYTON,,0,0,0,0,0,0,0,0
9/1/2018,DAYTON,,0,0,0,0,0,0,0,0
10/1/2018,DAYTON,,0,0,0,0,0,0,0,0
11/1/2018,DAYTON,,0,0,0,0,0,0,0,0
12/1/2018,DAYTON,,0,0,0,0,0,0,0,0
1/1/2017,DENVER,159490,408,391,1,405,0,115,9092,1045524
2/1/2017,DENVER,266199,294,906,1,808,0,191,7644,1460038
3/1/2017,DENVER,256205,368,696,1,675,0,208,7358,1530481
4/1/2017,DENVER,335302,444,755,1,809,0,273,8837,2412594
5/1/2017,DENVER,194861,251,775,1,735,0,240,8121,1949090
6/1/2017,DENVER,255052,307,831,1,842,0,230,8311,1911553
7/1/2017,DENVER,317569,444,715,1,770,0,271,8222,2228295
8/1/2017,DENVER,284250,464,613,1,622,0,220,8371,1841561
9/1/2017,DENVER,293419,428,686,1,676,0,246,8569,2108008
10/1/2017,DENVER,264958,453,585,1,627,0,204,8123,1657051
11/1/2017,DENVER,198079,604,328,1,335,0,135,7351,992416
12/1/2017,DENVER,158198,743,213,1,226,0,100,9967,996719
1/1/2018,DENVER,162230,537,302,1,325,0,96,6804,653157
2/1/2018,DENVER,255040,0,0,0,7,0,0,0,0
3/1/2018,DENVER,250088,0,0,0,2,0,0,0,0
4/1/2018,DENVER,147761,0,0,0,0,0,0,0,0
5/1/2018,DENVER,,0,0,0,1,0,0,0,0
6/1/2018,DENVER,,0,0,0,0,0,0,0,0
7/1/2018,DENVER,,0,0,0,0,0,0,0,0
8/1/2018,DENVER,,0,0,0,0,0,0,0,0
9/1/2018,DENVER,,0,0,0,0,0,0,0,0
10/1/2018,DENVER,,0,0,0,0,0,0,0,0
11/1/2018,DENVER,,0,0,0,0,0,0,0,0
12/1/2018,DENVER,,0,0,0,0,0,0,0,0
